name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 113538 c,Confirmed,0.93,0.06,0.06,0.93,0.06,0.06,,,,1818.0,25.0,25.0,2.44,0.07,0.07,0.2,0.04,0.04,,,,0.153797,2010,2015-01-08,280.0,16.0,16.0,2456741.0,31.0,31.0,,,,,,,,,,,,,,,,,,,22.6,0.8,0.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 113538,196.2375,-52.4430556,9.06,,,,,15.8,0.4,0.4,-0.24,0.06,0.06,0.585,0.05,0.05,0.53,0.02,0.02,K9V,4.3,4.0,4.0,4462.0,145.0,145.0,,,
HD 113996 b,Confirmed,6.3,1.0,1.0,6.3,1.0,1.0,,,,610.2,3.8,3.8,1.6,0.1,0.1,0.28,0.12,0.12,,,,,2017,2017-11-17,92.06,17.25,17.25,2455602.4,24.0,24.0,,,,,,,,,,,,,,,,,,,120.0,9.0,9.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 113996,196.795833337,27.624722241,4.9,,,,,102.0,2.5,2.5,0.13,0.08,0.08,1.49,0.18,0.18,25.11,1.2,1.2,K5III,3.24,1.2,1.2,4181.0,40.0,40.0,,,
HD 114386 b,Confirmed,1.24,,,1.24,,,,,,937.0,15.6,15.6,1.02,,,0.23,0.03,0.03,,,,0.058929,2003,2012-07-24,273.0,14.0,14.0,50454.0,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 114386,197.6625,-35.0547222,8.73,,,,,28.0,,,0.0,,,0.75,,,0.76,,,K3 V,2.19,,,4819.0,,,,,
HD 114386 c,Confirmed,1.19,,,1.19,,,,,,1046.0,,,,,,0.06,,,,,,,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 114386,197.6625,-35.0547222,8.73,,,,,28.0,,,0.0,,,0.75,,,0.76,,,K3 V,2.19,,,4819.0,,,,,
HD 114613 b,Confirmed,0.357,0.032,0.032,0.357,0.032,0.032,1.182,,,4000.0,120.0,120.0,5.34,0.26,0.26,0.458,0.089,0.089,,,,,2014,2018-12-30,196.0,11.0,11.0,2455150.0,90.0,90.0,,,,,,,,,,,,,,,,,,,4.38,0.4,0.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 114613,198.013263832,-37.8030220354,4.85,,,,,20.67,0.13,0.13,0.18,,,1.27,,,2.14,,,G3 V,,,,5641.0,17.0,17.0,,,
HD 114729 A b,Confirmed,0.84,,,0.84,,,,,,1135.0,9.0,9.0,2.08,,,0.32,0.18,0.18,,,,0.059429,2002,2019-12-12,73.0,30.0,30.0,2450520.0,67.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 114729 b,,HD 114729 A,198.1833333,-31.8733333,6.69,,,,,35.0,,,-0.22,,,0.93,,,1.46,,,G3 V,4.58,,,5662.0,,,,,HD 114729
HD 114783 b,Confirmed,6.3,2.97,2.97,1.1,0.06,0.06,,,,493.7,1.8,1.8,1.16,0.019,0.019,0.144,0.032,0.032,10.0,8.0,8.0,0.058824,2001,2016-01-22,86.0,11.0,11.0,2453806.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 114783,198.1791667,-2.265,7.57,,,,,20.4,,,0.33,,,0.92,,,0.78,,,K0,3.7,,,5105.0,,,,,
HD 114783 c,Confirmed,0.61,0.0053,0.0053,0.61,0.0053,0.0053,,,,4318.0,130.0,130.0,,,,0.0,,,,,,,2010,2018-11-16,6.5,44.0,44.0,2458112.0,537.0,537.0,,,,,,,,,,,,,,,,,,,9.2,0.7,0.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 114783,198.1791667,-2.265,7.57,,,,,20.4,,,0.33,,,0.92,,,0.78,,,K0,3.7,,,5105.0,,,,,
HD 11506 b,Confirmed,4.83,0.52,0.52,4.83,0.52,0.52,,,,1622.1,2.1,2.1,2.9,0.12,0.12,0.3743,0.0053,0.0053,,,,0.045151,2007,2021-03-31,220.16,0.97,0.97,2463391.8,0.14,0.14,,,,,,,,,,,,,,,,,,,78.17,0.57,0.57,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 11506,28.2125,-19.5069444,7.51,,,,,51.261,0.14,0.14,0.31,0.1,0.1,1.24,0.18,0.18,1.34,0.05,0.05,G0V,2.3,0.58,0.58,6030.0,,,,,
HD 11506 c,Confirmed,0.408,0.057,0.057,0.408,0.057,0.057,,,,223.41,0.32,0.32,0.774,0.038,0.038,0.193,0.038,0.038,,,,0.011873,2009,2021-03-31,259.0,16.0,16.0,2463230.0,11.0,11.0,,,,,,,,,,,,,,,,,,,12.1,0.41,0.41,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 11506,28.2125,-19.5069444,7.51,,,,,51.261,0.14,0.14,0.31,0.1,0.1,1.24,0.18,0.18,1.34,0.05,0.05,G0V,2.3,0.58,0.58,6030.0,,,,,
HD 115594 b,Confirmed,8.29,0.58,0.58,8.29,0.58,0.58,,,,3700.0,390.0,390.0,5.0,0.36,0.36,0.487,0.041,0.041,,,,,2021,2021-07-13,185.6,8.8,8.8,2456131.0,58.0,58.0,,,,,,,,,,,,,,,,,,,110.7,6.1,6.1,144.9,13.0,13.0,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 115954,199.983333352,38.369166676,8.34,,,,,218.39,2.0,2.0,0.34,0.02,0.02,1.18,0.06,0.06,1.213,0.083,0.083,G0V,,,,5957.0,26.0,26.0,,,
HD 116029 A b,Confirmed,2.1,0.2,0.2,2.1,0.2,0.2,,,,670.2,8.3,8.3,1.73,0.04,0.04,0.21,,,,,,0.014042,2011,2019-12-13,360.0,100.0,100.0,2455220.0,200.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 116029 b,,HD 116029 A,200.1666667,24.6486111,8.04,,,,,123.2,9.9,9.9,0.18,0.03,0.03,1.58,0.11,0.11,4.6,0.1,0.1,K1III,2.7,0.5,0.5,4951.0,44.0,44.0,,,HD 116029
HD 116029 A c,Confirmed,1.27,0.1,0.1,1.27,0.1,0.1,,,,907.0,30.0,30.0,,,,0.038,0.038,0.038,,,,,2010,2019-12-13,17.3,49.7,49.7,1455291.0,86.0,86.0,,,,,,,,,,,,,,,,,,,20.7,2.2,2.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 116029 c,,HD 116029 A,200.1666667,24.6486111,8.04,,,,,123.2,9.9,9.9,0.18,0.03,0.03,1.58,0.11,0.11,4.6,0.1,0.1,K1III,2.7,0.5,0.5,4951.0,44.0,44.0,,,HD 116029
HD 117207 b,Confirmed,2.06,,,2.06,,,,,,2627.08,63.51,63.51,3.78,,,0.16,0.05,0.05,,,,0.114545,2004,2010-12-30,81.7,19.9,19.9,2450666.43,148.89,148.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 117207,202.3375,-35.5708333,7.26,,,,,33.0,,,0.27,,,1.07,,,1.09,,,G8VI/V,6.68,2.2,2.2,5432.0,,,,,
HD 11755 b,Confirmed,6.5,1.0,1.0,6.5,1.0,1.0,,,,433.7,3.2,3.2,1.08,0.04,0.04,0.19,0.1,0.1,,,,,2015,2015-10-01,155.3,12.6,12.6,2457018.2,14.0,14.0,,,,,,,,,,,,,,,,,,,191.3,10.2,10.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 11755,29.70833335,73.152500005,6.87,,,,,231.5,,,-0.74,0.02,0.02,0.9,0.1,0.1,27.3,1.0,1.0,G5,10.2,1.3,1.3,4312.5,5.0,5.0,,,
HD 117618 b,Confirmed,0.174,0.014,0.014,0.174,0.014,0.014,,,,25.8,0.004,0.004,0.18,0.005,0.005,0.15,0.07,0.07,,,,0.004632,2004,2019-03-05,289.0,64.0,64.0,2450832.2,1.8,1.8,,,,,,,,,,,,,,,,,,,10.9,0.68,0.68,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 117618,203.1041667,-47.2711111,7.18,,,,,38.0,,,0.04,,,1.05,,,1.19,,,G2V,3.88,,,5861.0,,,,,
HD 118203 b,Confirmed,2.173,0.08,0.08,,,,1.133,0.03,0.03,6.13498,3.8e-05,3.8e-05,0.07082,0.0011,0.0011,0.316,0.021,0.021,88.75,1.0,1.0,0.00079,2005,2019-11-14,153.6,3.6,3.6,2458707.116,0.048,0.048,,,,2458712.66156,0.00025,0.00025,2458708.495,0.082,0.082,,,,0.125,0.086,0.086,,,,218.3,5.2,5.2,1496.0,26.0,26.0,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,Primary Transit,,,HD 118203,203.5083333,53.7283333,8.05,,,,,88.6,,,0.1,0.05,0.05,1.23,0.03,0.03,,,,K0,4.6,0.8,0.8,5600.0,150.0,150.0,,,
HD 118904 b,Confirmed,3.1,1.2,1.2,3.1,1.2,1.2,,,,676.7,19.1,19.1,1.7,0.1,0.1,0.31,0.3,0.3,,,,,2018,2018-08-15,29.16,31.02,31.02,2455478.0,82.0,82.0,,,,,,,,,,,,,,,,,,,61.0,8.0,8.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 118904,204.295785303,71.2422515314,5.665,,,,,111.0,9.0,9.0,-0.11,0.09,0.09,1.4,0.2,0.2,14.8,1.3,1.3,K2 III,3.7,1.6,1.6,4469.0,23.0,23.0,,,
HD 119445 b,Confirmed,37.6,2.6,2.6,37.6,2.6,2.6,,,,410.2,0.6,0.6,1.71,0.06,0.06,0.082,0.007,0.007,,,,,2009,2016-08-21,,,,,,,,,,,,,,,,,,,,,,,,,413.5,2.6,2.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 119445,205.620027843,41.6742842694,6.304,,,,,,,,0.04,0.18,0.18,3.9,0.4,0.4,20.5,9.3,9.3,G6,,,,5083.0,103.0,103.0,,,
HD 11964 b,Confirmed,0.622,0.056,0.056,0.622,0.056,0.056,,,,1945.0,26.0,26.0,3.16,0.19,0.19,0.041,0.017,0.017,,,,0.092996,2005,2014-02-13,155.0,,,2454170.0,380.0,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 11964,29.2875,-10.2422222,6.42,,,,,33.98,,,0.17,,,1.125,,,2.18,0.29,0.29,G5,9.56,,,5248.0,,,,,
HD 11964 c,Confirmed,0.079,0.01,0.01,0.079,0.01,0.01,,,,37.91,0.041,0.041,0.229,0.013,0.013,0.3,0.17,0.17,,,,0.006739,2005,2014-02-13,102.0,,,2454370.0,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 11964,29.2875,-10.2422222,6.42,,,,,33.98,,,0.17,,,1.125,,,2.18,0.29,0.29,G5,9.56,,,5248.0,,,,,
HD 11977 b,Confirmed,6.29,0.7,0.7,6.29,0.7,0.7,,,,711.0,8.0,8.0,1.89,0.11,0.11,0.4,0.07,0.07,,,,0.029023,2005,2016-01-21,351.5,9.5,9.5,2451420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 11977,28.7333333,-67.6472222,4.7,,,,,66.5,2.1,2.1,-0.21,0.1,0.1,1.91,0.21,0.21,13.0,,,G8.5 III,1.25,0.75,0.75,4975.0,,,,,
HD 120084 b,Confirmed,4.5,,,4.5,,,,,,2082.0,35.0,35.0,4.3,,,0.66,0.1,0.1,,,,,2013,2014-05-25,117.0,9.0,9.0,2450774.0,61.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 120084,205.7167,78.0617,5.91,,,,,97.7,4.7,4.7,0.09,0.05,0.05,2.39,0.3,0.3,9.12,0.61,0.61,G7 III,,,,4892.0,22.0,22.0,,,
HD 121504 b,Confirmed,1.22,,,1.22,,,,,,63.33,0.03,0.03,0.33,,,0.03,0.01,0.01,,,,0.007437,2003,2009-10-05,265.0,12.0,12.0,51450.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 121504,209.3208333,-56.04,7.54,,,,,44.37,,,0.16,,,1.18,,,,,,G2 V,1.62,,,6075.0,,,,,
HD 122562 b,Confirmed,24.0,2.0,2.0,24.0,2.0,2.0,,,,2777.0,81.0,81.0,4.1,0.2,0.2,0.71,0.01,0.01,,,,,2016,2016-02-10,306.1,1.3,1.3,2455935.0,2.0,2.0,,,,,,,,,,,,,,,,,,,445.0,12.0,12.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 122562,210.587500007,20.881388918,7.69,,,,,53.8,,,0.31,0.04,0.04,1.13,0.13,0.13,,,,G5,,,,4958.0,67.0,67.0,,,
HD 124330 b,Confirmed,0.75,0.06,0.06,0.75,0.06,0.06,,,,270.66,1.21,1.21,0.86,0.04,0.04,0.34,0.05,0.05,,,,,2021,2021-05-21,18.28,10.44,10.44,2458415.57,3.06,3.06,,,,,,,,,,,,,,,,,,,22.85,1.23,1.23,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 124330,212.820833339,54.409166682,8.0,,,,,60.3,0.03,0.03,,,,,,,,,,G4IV,,,,,,,,,
HD 12484 b,Confirmed,2.98,0.14,0.14,2.98,0.14,0.14,,,,58.83,0.08,0.08,0.297,0.005,0.005,0.07,0.03,0.03,,,,,2016,2016-02-17,325.0,40.0,40.0,2456699.0,5.0,5.0,,,,,,,,,,,,,,,,,,,155.0,5.0,5.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 12484,30.612500009,2.815833362,8.17,,,,,51.1,2.5,2.5,0.05,0.02,0.02,1.01,0.03,0.03,,,,F8,,,,5920.0,30.0,30.0,,,
HD 125390 b,Confirmed,22.16,0.96,0.96,22.16,0.96,0.96,1.08,,,1756.2,3.9,3.9,1.55,0.14,0.14,0.591,0.014,0.014,,,,,2018,2018-12-19,342.4,1.2,1.2,2455914.0,6.7,6.7,,,,,,,,,,,,,,,,,,,373.0,16.0,16.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 125390,214.53883,38.96698,8.2,,,,,154.3,,,,,,1.36,,,6.17,,,G7III,,,,4850.0,,,,,
HD 125595 b,Confirmed,0.042,0.004,0.004,0.042,0.004,0.004,,,,9.6737,0.0039,0.0039,0.0809,0.0014,0.0014,0.0,,,,,,0.002953,2009,2011-07-04,,,,,,,,,,,,,,,,,,,,,,2454435.23,0.15,0.15,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 125595,215.3458333,-40.3938889,9.03,,,,,27.4,0.9,0.9,0.02,0.06,0.06,0.756,0.017,0.017,,,,K4V,3.53,3.53,3.53,4908.0,,,,,
HD 125612 b,Confirmed,3.0,,,3.0,,,,,,502.0,14.0,14.0,1.37,,,0.46,0.01,0.01,,,,0.025937,2007,2010-12-05,41.5,1.7,1.7,54894.9,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 125612,215.225,-17.4813889,8.31,,,,,52.82,,,0.24,0.03,0.03,1.1,0.07,0.07,1.05,0.08,0.08,G3V,2.1,,,5897.0,40.0,40.0,,,
HD 125612 c,Confirmed,0.058,,,0.058,,,,,,4.1547,0.0005,0.0005,0.05,,,0.27,0.12,0.12,,,,0.000947,2009,2010-12-05,103.0,23.0,23.0,54420.17,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 125612,215.225,-17.4813889,8.31,,,,,52.82,,,0.24,0.03,0.03,1.1,0.07,0.07,1.05,0.08,0.08,G3V,2.1,,,5897.0,40.0,40.0,,,
HD 125612 d,Confirmed,7.2,,,7.2,,,,,,3008.0,202.0,202.0,4.2,,,0.28,0.12,0.12,,,,0.079515,2009,2010-12-05,284.0,8.0,8.0,57174.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 125612,215.225,-17.4813889,8.31,,,,,52.82,,,0.24,0.03,0.03,1.1,0.07,0.07,1.05,0.08,0.08,G3V,2.1,,,5897.0,40.0,40.0,,,
HD 12648 b,Confirmed,2.9,0.4,0.4,2.9,0.4,0.4,,,,133.6,0.5,0.5,0.54,0.02,0.02,0.04,0.16,0.16,,,,,2015,2015-10-01,99.3,140.7,140.7,2452324.7,57.6,57.6,,,,,,,,,,,,,,,,,,,102.0,8.4,8.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 12648,34.75,85.736111128,6.98,,,,,158.4,9.0,9.0,-0.57,0.02,0.02,1.2,0.1,0.1,9.2,0.6,0.6,G5,4.5,1.0,1.0,4835.8,7.5,7.5,,,
HD 126525 b,Confirmed,0.224,0.0182,0.0182,0.224,0.0182,0.0182,,,,948.12,21.966,21.966,1.8105,0.0411,0.0411,0.13,0.07,0.07,,,,0.04752,2011,2011-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 126525,216.8875,-51.9330556,7.85,,,,,38.1,1.0,1.0,,,,,,,,,,G4V,,,,,,,,,
HD 126614 A b,Confirmed,0.38,0.04,0.04,0.38,0.04,0.04,,,,1244.0,17.0,17.0,2.35,0.02,0.02,0.41,0.1,0.1,,,,0.032459,2010,2019-12-13,243.0,19.0,19.0,2453808.0,52.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 126614 b,,HD 126614 A,216.7,-5.1777778,8.81,,,,,72.4,5.3,5.3,0.56,0.04,0.04,1.145,0.03,0.03,1.09,0.06,0.06,K0,7.2,2.0,2.0,5585.0,44.0,44.0,,,HD 126614
HD 12661 b,Confirmed,2.3,,,2.3,,,,,,263.6,1.2,1.2,0.83,,,0.377,0.008,0.008,,,,0.022336,2000,2014-02-13,296.0,1.5,1.5,2454152.76,0.87,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 12661,31.1416667,25.4141667,7.44,,,,,37.16,,,0.29,0.05,0.05,1.07,,,1.12,,,G6 V,7.05,,,5742.0,,,,,
HD 12661 c,Confirmed,1.57,,,1.57,,,,,,1708.0,14.0,14.0,2.56,,,0.031,0.022,0.022,,,,0.068891,2002,2014-02-13,165.0,,,2446153.76,87.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 12661,31.1416667,25.4141667,7.44,,,,,37.16,,,0.29,0.05,0.05,1.07,,,1.12,,,G6 V,7.05,,,5742.0,,,,,
HD 128311 c,Confirmed,3.79,0.43,0.43,3.21,0.3,0.3,,,,919.0,,,1.76,0.13,0.13,0.17,0.09,0.09,56.0,14.0,14.0,0.106024,2005,2023-03-16,195.5,150.0,150.0,2450012.2,401.0,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Astrometry,,,,HD 128311,219.0,9.7463889,7.51,,,,,16.6,,,0.08,,,0.84,,,0.73,,,K0V,0.39,,,4965.0,,,IR Excess,,
HD 128356 b,Confirmed,0.89,0.07,0.07,0.89,0.07,0.07,,,,298.2,1.6,1.6,0.87,0.03,0.03,0.57,0.08,0.08,,,,,2016,2016-04-02,84.0,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,36.9,1.2,1.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 128356,219.270833335,-25.802500018,8.29,,,,,26.03,0.52,0.52,0.17,0.1,0.1,0.65,0.05,0.05,0.85,0.02,0.02,K3V,10.0,5.0,5.0,4875.0,100.0,100.0,,,
HD 129445 b,Confirmed,1.6,0.6,0.6,1.6,0.6,0.6,,,,1840.0,55.0,55.0,2.9,0.2,0.2,0.7,0.1,0.1,,,,0.042893,2010,2014-08-27,163.0,15.0,15.0,2453093.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 129445,221.5125,-68.7625,8.8,,,,,67.61,5.1,5.1,0.25,,,0.99,,,,,,G8V,,,,,,,,,
HD 131496 b,Confirmed,2.2,0.2,0.2,2.2,0.2,0.2,,,,883.0,29.0,29.0,2.09,0.07,0.07,0.163,0.073,0.073,,,,0.019,2011,2011-09-01,22.0,40.0,40.0,2456040.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 131496,223.3458333,18.2352778,7.96,,,,,110.0,9.4,9.4,0.25,0.03,0.03,1.61,0.11,0.11,4.6,0.1,0.1,K0,2.7,0.5,0.5,4927.0,44.0,44.0,,,
HD 13167 b,Confirmed,3.31,0.16,0.16,3.31,0.16,0.16,1.167,,,2613.0,17.0,17.0,4.1,0.43,0.43,0.563,0.033,0.033,,,,,2018,2018-12-20,265.0,6.0,6.0,2462162.0,54.0,54.0,,,,,,,,,,,,,,,,,,,48.2,2.7,2.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 13167,32.05743,-24.69541,8.34,,,,,149.6,,,,,,1.35,,,2.39,,,G3V,,,,5671.0,,,,,
HD 13189 b,Confirmed,14.0,6.0,6.0,14.0,6.0,6.0,,,,471.6,6.0,6.0,1.85,0.35,0.35,0.27,0.06,0.06,,,,0.01,2005,2012-08-10,160.7,12.0,12.0,2455327.9,20.2,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 13189,32.4166667,32.3163889,7.57,,,,,185.0,,,,,,4.5,2.5,2.5,50.39,20.51,20.51,K2 II,,,,,,,,,
HD 132406 b,Confirmed,6.7,2.1,2.1,5.61,,,,,,974.0,39.0,39.0,1.98,,,0.34,0.09,0.09,122.0,14.0,14.0,0.027887,2007,2022-07-24,214.0,19.0,19.0,53474.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Astrometry,,,,HD 132406,224.2291667,53.3822222,8.45,,,,,71.0,3.5,3.5,0.18,0.05,0.05,1.09,0.05,0.05,,,,G0V,6.4,0.8,0.8,5885.0,50.0,50.0,,,
HD 132563 B b,Confirmed,1.49,0.09,0.09,1.49,0.09,0.09,,,,1544.0,34.0,34.0,2.62,0.04,0.04,0.22,0.09,0.09,,,,0.027292,2011,2016-02-23,158.0,35.0,35.0,2452593.0,148.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 132563B,224.5875,44.0433333,9.47,,,,,96.0,13.0,13.0,-0.19,0.1,0.1,1.01,0.01,0.01,,,,,5.0,,,5985.0,100.0,100.0,,,
HD 133131 A b,Confirmed,1.43,0.04,0.04,1.43,0.04,0.04,,,,649.0,3.0,3.0,1.44,0.005,0.005,0.32,0.03,0.03,,,,,2016,2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,36.68,0.93,0.93,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 133131 A,225.899193804,-27.8409866895,8.4,,,,,47.0,,,-0.306,0.016,0.016,0.95,,,,,,G2V,9.7,,,5799.0,19.0,19.0,,,
HD 133131 A c,Confirmed,0.48,0.14,0.14,0.48,0.14,0.14,,,,3407.0,970.0,970.0,4.36,0.82,0.82,0.47,0.22,0.22,,,,,2016,2016-08-24,,,,2452277.0,1171.0,1171.0,,,,,,,,,,,,,,,,,,,7.57,2.1,2.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 133131 A,225.899193804,-27.8409866895,8.4,,,,,47.0,,,-0.306,0.016,0.016,0.95,,,,,,G2V,9.7,,,5799.0,19.0,19.0,,,
HD 133131 B b,Confirmed,2.5,0.05,0.05,2.5,0.05,0.05,,,,6119.0,831.0,831.0,,,,0.62,0.04,0.04,,,,,2016,2016-08-24,,,,2450298.0,,,,,,,,,,,,,,,,,,,,,37.29,0.65,0.65,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 133131 B,225.899193804,-27.8409866895,8.42,,,,,47.0,,,-0.281,0.013,0.013,0.93,,,,,,G2,9.7,,,5805.0,15.0,15.0,,,
HD 134060 b,Confirmed,0.0351,0.0021,0.0021,0.0351,0.0021,0.0021,,,,3.27,0.0002,0.0002,0.0444,0.0007,0.0007,0.4,0.04,0.04,,,,0.001835,2011,2011-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 134060,227.6875,-61.4222222,6.29,,,,,24.2,0.25,0.25,,,,,,,,,,G0V,,,,,,,,,
HD 134060 c,Confirmed,0.1507,0.071,0.071,0.1507,0.071,0.071,,,,1160.9,27.046,27.046,2.2263,0.0507,0.0507,0.75,0.19,0.19,,,,0.091996,2011,2011-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 134060,227.6875,-61.4222222,6.29,,,,,24.2,0.25,0.25,,,,,,,,,,G0V,,,,,,,,,
HD 134113 b,Confirmed,47.0,3.0,3.0,47.0,3.0,3.0,,,,201.68,0.004,0.004,0.638,0.01,0.01,0.0891,0.002,0.002,,,,,2016,2016-02-10,163.0,0.2,0.2,2456808.54,0.05,0.05,,,,,,,,,,,,,,,,,,,3965.0,46.0,46.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 134113,226.945833349,8.87972225,8.26,,,,,71.9,,,-0.74,0.02,0.02,0.81,0.01,0.01,,,,F9V,,,,5782.0,22.0,22.0,,,
